gene_name	gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000262691	ENSG00000262691.1	30.78424	-0.6315136	0.51723222	0.01266137	0.07469573
ENSG00000293978	ENSG00000293978.1	19.8651	0.7001635	0.69893746	0.01265955	0.07469573
OXR1	ENSG00000164830.19	3586.173	0.3740251	0.18954731	0.01266802	0.07471281
HEBP2	ENSG00000051620.12	1251.739	0.4125601	0.22591123	0.01267735	0.07472352
GMPS	ENSG00000163655.17	2100.661	0.2785772	0.12388795	0.01267539	0.07472352
FAM124A	ENSG00000150510.17	268.226	0.4952503	0.32330891	0.01271376	0.07491437
MEIS3P1	ENSG00000179277.9	129.791	-0.4586574	0.27778044	0.01271726	0.07491437
NAMPT	ENSG00000105835.14	7276.807	-0.5444728	0.38875756	0.01272344	0.07492859
ERAP1	ENSG00000164307.14	3916.504	0.3669368	0.18388933	0.01275608	0.07506695
GDAP2	ENSG00000196505.12	1665.905	0.453611	0.27204052	0.01275825	0.07506695
CTNND1	ENSG00000198561.17	11921.23	0.2951905	0.13365457	0.01275144	0.07506695
PDIA2	ENSG00000185615.17	81.96694	-0.693213	0.66064357	0.01276492	0.07508401
LRRC23	ENSG00000010626.16	218.3802	-0.3832193	0.19803241	0.01277678	0.07510935
TNNI3K	ENSG00000116783.16	55.76997	0.5398299	0.38298915	0.01277663	0.07510935
ZNF667-AS1	ENSG00000166770.13	624.3235	-0.4216801	0.23606688	0.01278788	0.07513019
DPH5-DT	ENSG00000233184.10	115.9114	-0.381178	0.1962379	0.01278564	0.07513019
CSTA	ENSG00000121552.4	199.1775	-0.5604762	0.41181353	0.01279694	0.07516126
ENSG00000276672	ENSG00000276672.1	93.79749	0.5174601	0.35318376	0.01280741	0.07520055
ZNF415P1	ENSG00000266127.1	69.2795	0.6959214	0.72765713	0.01281185	0.07520443
NUP107	ENSG00000111581.11	1127.514	0.3507673	0.17122373	0.01281888	0.07522352
PLAA	ENSG00000137055.16	1210.154	0.2499843	0.10869451	0.0128265	0.07524603
MAGED4B	ENSG00000187243.18	544.7305	-0.6310016	0.51961769	0.0128349	0.07527311
EDIL3	ENSG00000164176.14	13557.05	0.6649024	0.58365871	0.0128424	0.0752949
MFSD9	ENSG00000135953.12	229.0509	-0.3752996	0.19132666	0.01285444	0.07534331
SEC14L2	ENSG00000100003.18	391.6024	-0.559653	0.41148962	0.01286662	0.07538149
GSS	ENSG00000100983.13	554.9981	-0.3728594	0.18927368	0.01286853	0.07538149
ZNF333	ENSG00000160961.13	926.9389	0.2833104	0.12693302	0.0128757	0.07540129
OGA	ENSG00000198408.15	8294.514	0.320082	0.14956762	0.0128796	0.07540191
MED7	ENSG00000155868.9	475.5573	0.315245	0.146407	0.01288397	0.07540533
ZNF17	ENSG00000186272.14	463.639	0.2942859	0.13338694	0.01289138	0.0754265
EVI5	ENSG00000067208.18	5752.547	0.4475099	0.2658303	0.01290849	0.07548225
KRTAP5-AS1	ENSG00000233930.5	102.5729	-0.6663834	0.58866693	0.01290532	0.07548225
SCLT1	ENSG00000151466.13	633.6594	0.3975592	0.2120884	0.01292953	0.07558304
SLC30A9	ENSG00000014824.15	2747.037	0.2782516	0.12416838	0.01294221	0.07563494
EMID1	ENSG00000186998.17	38.17765	-0.6518999	0.56005344	0.01296112	0.07572322
R3HCC1L	ENSG00000166024.15	850.1199	0.2632903	0.11595086	0.01296977	0.0757515
ENSG00000308218	ENSG00000308218.1	9.585269	-0.6561905	0.56894081	0.01297612	0.07576636
MROH1	ENSG00000179832.19	852.6863	-0.4362285	0.25325446	0.0129834	0.07578664
DYRK3	ENSG00000143479.18	264.3812	-0.5032886	0.33622216	0.01299607	0.07583836
TMX3	ENSG00000166479.11	3137.409	0.3371577	0.1616941	0.0130177	0.07594232
ZNF879	ENSG00000234284.8	260.1026	0.3258042	0.1537713	0.01302928	0.07598758
GALK2	ENSG00000156958.16	1128.454	0.3325684	0.15848178	0.01303821	0.07601085
ADGRL4	ENSG00000162618.16	649.92	-0.5146962	0.35173669	0.01304091	0.07601085
DISP1	ENSG00000154309.10	1001.181	0.360515	0.17967578	0.01307104	0.07614406
PBXIP1	ENSG00000163346.18	2101.505	-0.3773734	0.19394318	0.01307142	0.07614406
SDCBP	ENSG00000137575.13	4184.928	-0.4323421	0.24941274	0.01307852	0.07616313
UBE2K	ENSG00000078140.15	2419.065	0.3003578	0.13747284	0.01309929	0.07626179
TLE4	ENSG00000106829.22	583.5131	0.5118386	0.34855804	0.01310819	0.07628515
MAL	ENSG00000172005.12	4908.866	0.5888357	0.45714721	0.0131148	0.07628515
DACH1	ENSG00000276644.5	37.45488	-0.6399542	0.54084493	0.01311239	0.07628515
RAI1	ENSG00000108557.21	1098.133	-0.4257238	0.24244428	0.01315183	0.0764558
APOL2	ENSG00000128335.15	1159.125	-0.4083374	0.223893	0.01315177	0.0764558
ENSG00000283994	ENSG00000283994.1	115.2476	0.5719369	0.43270573	0.0131592	0.07647633
AKAP8	ENSG00000105127.11	997.2382	0.2930545	0.13320866	0.01318212	0.07652861
PDGFC	ENSG00000145431.12	921.9937	0.4163478	0.23241175	0.01317789	0.07652861
STRN3	ENSG00000196792.13	1495.049	0.3532134	0.17421236	0.01318358	0.07652861
LINC02473	ENSG00000261121.3	93.97026	0.6138703	0.49728751	0.01318099	0.07652861
BID	ENSG00000015475.20	323.8436	-0.4526129	0.27372074	0.01318785	0.07653105
DLEC1	ENSG00000008226.21	47.1241	-0.5323222	0.37715769	0.01319701	0.07655669
C2	ENSG00000166278.17	584.0563	-0.6255771	0.51721681	0.01320381	0.07655669
LRRC63	ENSG00000173988.14	42.6446	0.5955686	0.4686501	0.01320119	0.07655669
ZNF638	ENSG00000075292.21	7284.86	0.3924282	0.20840654	0.01322374	0.07658493
NTNG2	ENSG00000196358.13	61.22463	-0.6385943	0.54064267	0.0132228	0.07658493
ZNF100	ENSG00000197020.13	669.7738	0.4644982	0.28847571	0.01322407	0.07658493
ENSG00000274265	ENSG00000274265.6	984.6208	0.5367528	0.38354822	0.01322381	0.07658493
KREMEN1	ENSG00000183762.14	369.8371	-0.5392769	0.38709561	0.01322833	0.07658729
DBR1	ENSG00000138231.14	560.5108	0.2903252	0.13169084	0.0132396	0.07663023
PPP2R5B	ENSG00000068971.15	624.4145	-0.4020402	0.21800122	0.01326076	0.07668063
ENSG00000230732	ENSG00000230732.4	57.43852	0.6361436	0.53681977	0.01325489	0.07668063
ENSG00000287281	ENSG00000287281.3	24.14748	-0.6142634	0.49926507	0.01326074	0.07668063
CTAGE8	ENSG00000289604.1	39.76011	-0.5576715	0.81565183	0.01326372	0.07668063
TMEM116	ENSG00000198270.15	272.4801	0.280427	0.12598605	0.01327672	0.07673351
RPL28	ENSG00000108107.16	5934.543	-0.5338838	0.38019297	0.01328184	0.07674082
LINC02026	ENSG00000214146.4	36.21439	0.6241641	0.51656653	0.01330076	0.07682783
COL11A1	ENSG00000060718.23	2042.331	0.6354955	0.53692585	0.0133184	0.07686284
CCDC15	ENSG00000149548.16	128.3408	0.4031858	0.21942007	0.01331841	0.07686284
ENSG00000272720	ENSG00000272720.1	54.89963	-0.5672795	0.42790356	0.01331632	0.07686284
JAG2	ENSG00000184916.10	351.6813	-0.5318438	0.37781121	0.01332365	0.07687078
ENSG00000277196	ENSG00000277196.4	190.9077	-0.6856046	0.66468529	0.01332777	0.07687227
RUNDC1	ENSG00000198863.9	499.6146	-0.2734141	0.12211738	0.013341	0.07692626
PTH1R	ENSG00000160801.15	16.90802	-0.6699101	0.61140823	0.0133592	0.07700887
ENSG00000260274	ENSG00000260274.3	41.23809	-0.4492656	0.27089936	0.01337015	0.07704973
ARFGEF1	ENSG00000066777.10	3051.358	0.3611296	0.18123363	0.01339919	0.07717976
C1QTNF7	ENSG00000163145.14	93.11867	-0.6308325	0.53012713	0.01340048	0.07717976
IL17RA	ENSG00000177663.16	2066.206	-0.3956111	0.21233407	0.01342142	0.07727802
TNKS2-DT	ENSG00000228701.4	11.06796	-0.5966453	0.47403061	0.01345119	0.07742705
DNLZ	ENSG00000213221.6	97.61618	-0.4518592	0.27461598	0.01346038	0.07745751
SERF2	ENSG00000140264.23	5432.404	-0.4137575	0.23123064	0.01349013	0.07760626
DNAJB14	ENSG00000164031.18	2834.65	0.4398683	0.26074626	0.01352941	0.07780217
GABRQ	ENSG00000268089.3	248.0175	-0.6686736	0.61414345	0.013532	0.07780217
ZNF780A	ENSG00000197782.16	1223.312	0.2876575	0.13066541	0.01354195	0.07783685
CD5	ENSG00000110448.12	34.64279	-0.6698025	0.61796429	0.01354974	0.07784336
XKR4	ENSG00000206579.10	13832.77	0.5711967	0.43662646	0.0135509	0.07784336
KATNB1	ENSG00000140854.14	359.6903	-0.4397862	0.26094023	0.01357723	0.07797209
FOXP4	ENSG00000137166.19	894.4595	-0.4623982	0.28841681	0.01358312	0.07798343
PPP1R3D	ENSG00000132825.7	387.1141	0.3125903	0.14624812	0.01359412	0.07802407
ENSG00000303924	ENSG00000303924.1	47.59362	0.6689527	0.6178933	0.01361316	0.07811078
POU2F1	ENSG00000143190.24	2317.543	0.4800121	0.31118742	0.01363223	0.07817512
TAOK1	ENSG00000160551.13	13063.58	0.3859143	0.20388715	0.01363222	0.07817512
BACE2	ENSG00000182240.17	3495.772	-0.5042844	0.34327804	0.01363705	0.07818027
ADPGK	ENSG00000159322.19	2267.796	0.2945252	0.1349823	0.01364974	0.07823047
NEBL-AS1	ENSG00000231920.2	15.47837	0.6732406	0.63290978	0.01365621	0.07824502
CTNS	ENSG00000040531.17	821.4428	-0.4340883	0.25481759	0.01366592	0.07827809
BOC	ENSG00000144857.16	443.3312	-0.6007002	0.48399097	0.01368234	0.0783496
SOD3	ENSG00000109610.7	849.1159	-0.65311	0.58112281	0.01370696	0.07840038
PTPN9	ENSG00000169410.12	1964.499	-0.3318751	0.15968528	0.01370666	0.07840038
ENSG00000228793	ENSG00000228793.4	34.11636	0.582822	0.45611481	0.01369795	0.07840038
LINC02518	ENSG00000232316.3	38.72747	0.6798281	0.6632554	0.01370697	0.07840038
TSPAN14	ENSG00000108219.18	3085.171	-0.36324	0.18401266	0.01371645	0.0784321
PELATON	ENSG00000224397.10	35.11928	-0.6212127	0.51921855	0.01372795	0.07847529
SNAP23	ENSG00000092531.11	1743.531	-0.2522039	0.11115287	0.01373557	0.07849632
CDH2	ENSG00000170558.11	4335.694	0.5520317	0.41091681	0.01374544	0.07853015
ANKRD34B	ENSG00000189127.9	50.24034	-0.6442943	0.78361991	0.0137741	0.0786713
KAZN	ENSG00000189337.17	479.6032	-0.6526967	0.58236161	0.01378806	0.07872842
ENSG00000270077	ENSG00000270077.1	13.2606	0.6709112	0.63121589	0.01379336	0.07873608
SLC41A1	ENSG00000133065.12	1008.133	-0.4906784	0.32657931	0.01380781	0.07879148
ZNF136	ENSG00000196646.13	659.4793	0.3149532	0.14827591	0.01381098	0.07879148
NDUFA11	ENSG00000174886.16	892.9228	-0.4994242	0.33835059	0.01381912	0.0788153
SNORA79B	ENSG00000222489.1	182.9382	0.6286709	0.79294829	0.01383048	0.07883492
RPS23P8	ENSG00000230629.2	24.23795	0.5866523	0.46384081	0.013827	0.07883492
LRCH2	ENSG00000130224.16	711.8522	0.5393107	0.39388673	0.0138556	0.07891296
ADAMTS9-AS2	ENSG00000241684.9	1883.971	0.5705698	0.43952781	0.01385109	0.07891296
ENSG00000280036	ENSG00000280036.1	16.09249	0.6802074	0.68317899	0.01385607	0.07891296
LINC02289	ENSG00000258819.3	100.7493	-0.5974111	0.48144355	0.01386269	0.07892811
NAMA	ENSG00000271086.8	98.69779	0.539931	0.39506902	0.01388327	0.07902266
RAPGEF6	ENSG00000158987.23	2672.384	0.4317075	0.25338324	0.01389546	0.07902425
ATP13A2	ENSG00000159363.19	739.5589	-0.3933179	0.21209597	0.01389497	0.07902425
DENND3-AS1	ENSG00000253210.5	77.39324	-0.5857726	0.46334482	0.01388941	0.07902425
LMF2	ENSG00000100258.19	912.7104	-0.4443346	0.2684806	0.01392196	0.07911843
SULT1A3	ENSG00000261052.7	321.3641	-0.5432523	0.40026764	0.01392395	0.07911843
ENSG00000305352	ENSG00000305352.1	61.23674	0.5459355	0.40411894	0.01392286	0.07911843
IL12B-AS1	ENSG00000249738.11	46.1875	0.6676877	0.75084701	0.01392916	0.07912542
SELENOI	ENSG00000138018.19	2464.665	0.3771661	0.19695142	0.01393788	0.07912979
ZNF518A	ENSG00000177853.16	3437.284	0.4483999	0.27350172	0.01393572	0.07912979
FASTKD1	ENSG00000138399.19	487.171	-0.3981035	0.21716055	0.01396105	0.0792326
RIOX1	ENSG00000170468.8	413.4198	0.3262382	0.15632835	0.01396667	0.0792326
CBX6	ENSG00000183741.13	2912.543	-0.3715063	0.19198133	0.01396794	0.0792326
ENSG00000257086	ENSG00000257086.2	10.95118	-0.5119389	0.35691711	0.01399055	0.07933825
FHL5	ENSG00000112214.12	195.7327	-0.6235944	0.52854047	0.01399976	0.07934525
RELL1	ENSG00000181826.11	1319.685	0.5725635	0.44444391	0.01399853	0.07934525
CHMP4C	ENSG00000164695.5	33.02984	0.6655698	0.62302432	0.01400906	0.07937007
TRIM16	ENSG00000221926.14	330.5037	-0.4010626	0.2204044	0.01401211	0.07937007
SRGAP1	ENSG00000196935.11	2837.984	0.4947007	0.3337733	0.01402538	0.07942262
PCSK4	ENSG00000115257.16	35.54107	-0.5601578	0.42618261	0.01403017	0.07942715
KCTD20	ENSG00000112078.15	4709.17	0.2607316	0.11617919	0.01403614	0.07943835
ACKR2	ENSG00000144648.17	136.6399	-0.5862193	0.46636477	0.01405382	0.07951578
CPSF6	ENSG00000111605.19	4021.344	0.2865847	0.13097333	0.01407102	0.07959044
SCARF2	ENSG00000244486.10	308.349	-0.5824974	0.46101007	0.01408991	0.07967463
SGPP1	ENSG00000126821.9	1324.089	0.4022843	0.22204187	0.01409567	0.07968458
ENSG00000296118	ENSG00000296118.1	21.54779	-0.4966813	0.33708526	0.0141008	0.07969095
CHST6	ENSG00000183196.11	291.7487	-0.6158386	0.51689411	0.01412652	0.07981364
PLD1	ENSG00000075651.18	904.4534	0.4439051	0.26928714	0.01413489	0.07983823
RNF125	ENSG00000101695.11	359.9892	-0.4929445	0.33249662	0.01415424	0.0798476
SGK3	ENSG00000104205.17	931.771	0.3952178	0.21507467	0.01415186	0.0798476
HNRNPLL	ENSG00000143889.16	1415.231	0.3079236	0.14437073	0.01414428	0.0798476
MIR137HG	ENSG00000225206.13	249.7327	0.5825675	0.46198016	0.01415209	0.0798476
ENSG00000280571	ENSG00000280571.2	163.9041	-0.6427857	0.56982918	0.01415661	0.0798476
NOB1	ENSG00000141101.14	522.6461	-0.4065763	0.22687206	0.01416741	0.07985129
ANKRD10-IT1	ENSG00000229152.2	278.1334	0.4634247	0.29384637	0.0141693	0.07985129
PCF11-AS1	ENSG00000269939.1	42.23234	0.5357126	0.3920455	0.01416557	0.07985129
EEF2K	ENSG00000103319.13	2119.821	0.293511	0.135366	0.0141862	0.07990128
SLCO4A1-AS2	ENSG00000277496.1	17.63331	-0.5533383	0.41788434	0.01418285	0.07990128
FBXO24	ENSG00000106336.14	12.66931	-0.5444764	0.40500651	0.01419331	0.07991868
SAMD9	ENSG00000205413.8	2677.726	0.505877	0.35061589	0.01421368	0.08001074
ENSG00000291063	ENSG00000291063.2	340.765	0.3199594	0.15259662	0.01423579	0.08011255
OGFOD2	ENSG00000111325.17	135.101	-0.3745532	0.19573154	0.0142579	0.08017505
TOMM20	ENSG00000173726.12	5988.486	0.2614205	0.11688551	0.01425896	0.08017505
C17orf58	ENSG00000186665.11	209.0229	0.3838272	0.2043605	0.01425898	0.08017505
ARHGEF37	ENSG00000183111.13	2435.799	0.4947784	0.33593344	0.01426808	0.08019114
ENSG00000305959	ENSG00000305959.1	20.29114	0.5917929	0.47843026	0.0142699	0.08019114
FGF2	ENSG00000138685.18	8508.145	0.471995	0.30571261	0.01428053	0.08021998
BEND6	ENSG00000151917.19	237.8958	-0.5389861	0.3980136	0.0142831	0.08021998
HAGLR	ENSG00000224189.9	37.11704	-0.6000934	0.49262838	0.01430051	0.08029509
TMEM200A	ENSG00000164484.13	184.7838	-0.6397191	0.56680963	0.01430632	0.08030507
ENSG00000204850	ENSG00000204850.4	22.75173	-0.466978	0.29941781	0.01431051	0.08030592
C1orf56	ENSG00000143443.10	69.04686	-0.4260301	0.2491856	0.0143193	0.0803326
CYB5RL	ENSG00000215883.12	335.1433	-0.2938162	0.13582164	0.01433156	0.0803787
ANKRD23	ENSG00000163126.16	140.622	-0.498965	0.3425039	0.01436936	0.08052863
MICU2	ENSG00000165487.15	1144.963	0.2816855	0.12859479	0.01437448	0.08052863
MYO5B	ENSG00000167306.22	97.14113	-0.6707475	0.66451271	0.01436772	0.08052863
LINC01141	ENSG00000236963.10	29.83476	0.5921738	0.48056414	0.0143718	0.08052863
CEP15	ENSG00000114405.12	257.2775	0.3705677	0.19259663	0.01438724	0.08057748
PRORSD1P	ENSG00000293422.2	56.99376	-0.3769491	0.1984085	0.01439253	0.08058443
RPS6KA2	ENSG00000071242.14	2270.838	-0.5267307	0.38167375	0.01440646	0.08061701
TMEM245	ENSG00000106771.14	11185.92	0.3592286	0.18283189	0.01440452	0.08061701
ZMYM1	ENSG00000197056.13	788.7681	0.4581389	0.28893875	0.01443331	0.08072186
ARRDC1	ENSG00000197070.15	261.8959	-0.4264729	0.25029809	0.01442926	0.08072186
CXorf38	ENSG00000185753.14	1075.007	0.2711787	0.12261642	0.01443826	0.08072685
MYH10	ENSG00000133026.15	2595.155	-0.4053801	0.22689567	0.01444555	0.08072709
MCPH1	ENSG00000147316.16	1224.957	0.3080102	0.14504649	0.01444641	0.08072709
CSE1L	ENSG00000124207.18	2113.914	0.2872834	0.13206499	0.01445397	0.08074666
GRPEL2	ENSG00000164284.16	745.9452	0.324975	0.156605	0.01446153	0.08076622
RP9P	ENSG00000291146.2	240.7264	0.3565772	0.18082133	0.014471	0.08079642
LINC03060	ENSG00000273297.5	24.13546	-0.584226	0.46929938	0.0144868	0.08084342
TPM3P9	ENSG00000293185.2	274.6115	-0.313554	0.14880328	0.01448754	0.08084342
ENSG00000258634	ENSG00000258634.3	330.6456	0.2737575	0.12419402	0.01450349	0.08090971
ZBTB24	ENSG00000112365.7	774.0204	0.2790387	0.12728846	0.01452302	0.08098569
ENSG00000271204	ENSG00000271204.1	352.3325	0.665807	0.72822311	0.01452525	0.08098569
SERPINE1	ENSG00000106366.10	1793.85	-0.6389806	0.57112633	0.01455223	0.08104993
AUH	ENSG00000148090.13	413.054	0.318305	0.1521575	0.01454813	0.08104993
ENSG00000279805	ENSG00000279805.1	29.39572	-0.5183763	0.37113111	0.01454306	0.08104993
FAM86EP	ENSG00000290374.2	74.08074	-0.4160392	0.23905724	0.01455306	0.08104993
IRF3	ENSG00000126456.17	638.9986	-0.3932613	0.21482785	0.01456083	0.08107052
COX7A1	ENSG00000161281.11	157.1328	-0.6500779	0.59835829	0.01457012	0.08109956
NXN	ENSG00000167693.17	162.7465	-0.532456	0.39173109	0.01458456	0.08115722
LINC02872	ENSG00000204446.5	14.71832	0.5580811	0.42997522	0.01460526	0.08122697
LINC01117	ENSG00000224577.5	34.7114	-0.5968208	0.49183772	0.01460339	0.08122697
TCERG1	ENSG00000113649.15	2305.743	0.3264294	0.15798828	0.01461123	0.08123744
DBN1	ENSG00000113758.15	1328.316	-0.4965447	0.34132005	0.01461814	0.08125315
TRIM35	ENSG00000104228.14	748.15	0.3547098	0.17973761	0.014625	0.08126863
MAPK1IP1L	ENSG00000168175.17	2971.712	0.2699963	0.12225008	0.01463552	0.08128694
PAK2	ENSG00000180370.11	5571.412	0.3096398	0.14650784	0.01463647	0.08128694
ZBTB14	ENSG00000198081.12	883.1527	0.317663	0.15193892	0.01464914	0.08133463
TUBGCP3	ENSG00000126216.16	1100.377	0.2863147	0.1318515	0.01466654	0.0814085
FHIP2A	ENSG00000151553.16	1789.294	0.3807679	0.2030557	0.01468247	0.08147421
GBE1	ENSG00000114480.14	1188.698	0.37358	0.19638207	0.01469324	0.08151122
BTF3P16	ENSG00000282978.1	13.26797	0.6306652	0.55661725	0.01470077	0.08153029
ENSG00000289943	ENSG00000289943.2	11.10328	-0.5633838	0.43939942	0.01471167	0.08156799
ADAMTS14	ENSG00000138316.12	141.3454	-0.6007299	0.50056801	0.01473063	0.08163345
ARMC5	ENSG00000140691.19	203.6746	-0.4283039	0.25410282	0.01473168	0.08163345
FMR1	ENSG00000102081.17	2491.507	0.3348572	0.16446381	0.01474274	0.08167199
PLPP3	ENSG00000162407.10	3576.12	-0.4594623	0.29287307	0.01476077	0.08171249
ZNF28	ENSG00000198538.12	876.8083	0.3217198	0.15499012	0.01475636	0.08171249
ENSG00000269921	ENSG00000269921.2	43.54428	0.4286612	0.25469467	0.01476237	0.08171249
SP3	ENSG00000172845.18	4526.817	0.3287309	0.16003558	0.0147763	0.08176685
PLEKHG1	ENSG00000120278.18	1129.534	-0.4731719	0.31102116	0.01478555	0.08177258
ENSG00000266947	ENSG00000266947.4	105.9218	-0.3622941	0.18663984	0.01478506	0.08177258
POC1B	ENSG00000139323.15	702.2861	0.3249291	0.15736937	0.014805	0.08185735
CD2AP	ENSG00000198087.8	1796.934	0.3885796	0.21117182	0.01481509	0.08187101
MGC16275	ENSG00000246731.4	101.5065	0.550591	0.42109154	0.0148157	0.08187101
ACADVL	ENSG00000072778.21	3995.378	-0.3739897	0.19720752	0.01482108	0.08187699
TOP6BL	ENSG00000173715.20	335.4009	0.4078506	0.23132949	0.01482501	0.08187699
INO80D	ENSG00000114933.17	3597.296	0.422617	0.24799108	0.01483163	0.08189082
FCGR1BP	ENSG00000291135.2	456.4481	-0.5245314	0.38288722	0.01484421	0.08193755
TAS2R4	ENSG00000127364.4	181.8893	0.5622359	0.4393729	0.01485336	0.08194448
ZNF107	ENSG00000196247.14	645.0128	0.4276595	0.25403732	0.01485782	0.08194448
ZNF788P	ENSG00000214189.10	49.86204	-0.4855596	0.32825405	0.01485717	0.08194448
MEIS2	ENSG00000134138.23	80.12476	-0.6525921	0.61561964	0.01487044	0.0819914
HDAC9	ENSG00000048052.26	1946.743	0.5016891	0.35076404	0.01488473	0.08204745
PAX8-AS1	ENSG00000189223.16	821.2783	-0.6518713	0.61437956	0.01489762	0.08209576
TSHZ2	ENSG00000182463.17	546.6982	-0.6644316	0.70310975	0.01490622	0.0821204
ZNF583	ENSG00000198440.10	517.1276	0.3639942	0.18867007	0.0149571	0.0823779
DPH1	ENSG00000108963.19	503.7708	-0.3669917	0.19137921	0.01497432	0.08244993
TMEM131	ENSG00000075568.18	2696.468	0.3414386	0.17011721	0.01498929	0.08248898
ATXN7L3B	ENSG00000253719.4	3251.725	0.2457857	0.10943309	0.0149897	0.08248898
RPS21	ENSG00000171858.19	2475.454	-0.3961147	0.21964024	0.01500885	0.08254866
ENSG00000286715	ENSG00000286715.1	73.32917	0.6634094	0.67933084	0.01500882	0.08254866
NAA38	ENSG00000183011.15	365.678	-0.4042227	0.22833543	0.01502972	0.08264064
ZNF260	ENSG00000254004.8	1466.425	0.3672629	0.1918243	0.01503572	0.08265079
SMARCA2	ENSG00000080503.26	3991.091	-0.3167952	0.15220512	0.01504678	0.08265782
ALKBH7	ENSG00000125652.9	239.3881	-0.4360995	0.26530546	0.01505362	0.08265782
TUBGCP6	ENSG00000128159.13	958.5828	-0.4033582	0.22749176	0.01504953	0.08265782
ENSG00000264895	ENSG00000264895.1	67.89319	0.6626499	0.67579024	0.0150489	0.08265782
CBX5	ENSG00000094916.17	9166.748	0.3531078	0.17969415	0.01506062	0.08267343
KPNA6	ENSG00000025800.14	3071.523	0.2576295	0.11595993	0.01506966	0.08267726
PACRG	ENSG00000112530.13	25.5247	-0.5528665	0.42758019	0.01507635	0.08267726
PPM1L	ENSG00000163590.14	1043.492	-0.4377556	0.26748214	0.01507793	0.08267726
TEDC1	ENSG00000185347.20	104.9833	-0.4560036	0.2904886	0.01506875	0.08267726
ZNF426	ENSG00000130818.13	1210.187	0.362028	0.18753643	0.01514202	0.08291445
PRMT6	ENSG00000198890.9	469.8344	0.3380916	0.1679116	0.01513646	0.08291445
RACK1	ENSG00000204628.13	10783.77	-0.38159	0.2055234	0.01513097	0.08291445
ENSG00000274421	ENSG00000274421.1	34.52882	0.6616573	0.69340941	0.0151404	0.08291445
ENSG00000279077	ENSG00000279077.1	43.53525	0.6393085	0.58718551	0.01514086	0.08291445
PGD	ENSG00000142657.22	1643.539	-0.4233112	0.25047915	0.01514809	0.08291676
ZNF398	ENSG00000197024.10	758.7572	0.2659861	0.12075	0.01515078	0.08291676
PTPA	ENSG00000119383.22	2074.075	-0.3861134	0.21010673	0.01516718	0.08294781
HLA-DMA	ENSG00000204257.16	4599.478	-0.5252069	0.38710413	0.01516896	0.08294781
RPL7AP42	ENSG00000234358.1	52.02222	0.6599893	0.7082056	0.01516198	0.08294781
PIK3C3	ENSG00000078142.15	2384.088	0.345127	0.17353789	0.01518124	0.08296936
AARSD1	ENSG00000266967.8	321.7872	-0.3346708	0.16540882	0.01517737	0.08296936
PLCH2	ENSG00000149527.18	15.49263	-0.6467198	0.60906231	0.01519061	0.08299155
ENSG00000307096	ENSG00000307096.1	16.01571	-0.6359596	0.58029875	0.01519364	0.08299155
NHSL1	ENSG00000135540.13	1389.092	0.4882028	0.33493299	0.0152348	0.08319353
AVPR1A	ENSG00000166148.4	76.98315	-0.6170522	0.54002554	0.01524433	0.08322276
GZMA	ENSG00000145649.8	75.8495	-0.6325774	0.57393402	0.01526128	0.08329243
ENSG00000290574	ENSG00000290574.3	47.67234	-0.5984776	0.50534792	0.01527183	0.08332718
